v.id,on road old,on road now,years,km,rating,condition,economy,top speed,hp,torque,current price
112,600109,884745,7,74321,2,2,12,192,113,95,437043.5
227,645041,752476,7,63498,1,10,10,173,108,72,486590.0
689,623825,729335,2,56523,5,6,12,155,57,108,456154.5
104,607602,858063,4,96206,5,4,8,194,53,71,349762.0
422,543030,793768,4,92823,5,9,15,189,119,91,327994.0
420,625785,796611,4,71337,2,1,9,185,72,88,425567.5
751,671630,845889,4,78714,1,8,11,155,97,114,460019.5
587,584296,731786,5,128071,4,5,12,171,82,119,146527.0
781,663529,790944,5,149319,5,6,9,149,67,76,134035.0
673,515286,815528,2,118682,1,1,15,167,83,95,190949.0
120,658016,865597,4,112697,4,4,11,142,99,124,311773.5
54,676170,710374,6,134933,2,5,11,181,112,73,151474.0
152,615801,720231,4,124042,2,9,9,139,53,120,201073.0
404,576829,805870,7,137368,3,10,12,168,86,78,183833.5
946,508483,788651,3,101657,3,4,12,178,71,124,242709.5
208,572334,897566,7,55973,3,9,15,177,53,85,532570.5
659,546523,719590,6,113621,5,6,8,199,95,109,180368.5
844,683369,755676,6,89354,1,10,12,140,56,127,408452.5
763,616371,852340,6,74383,1,7,11,166,64,93,441561.5
9,543184,841354,7,57662,4,7,14,151,50,132,462397.5
808,628736,863990,4,139020,3,7,11,135,52,106,198503.0
37,531436,700159,4,121583,4,4,10,196,108,108,130233.5
453,696192,876112,2,122105,5,3,13,147,114,80,299655.0
652,600416,779302,3,144945,2,1,12,192,78,97,110229.5
254,521447,724511,2,114405,5,3,14,179,63,71,167281.5
304,544374,858658,6,58398,4,4,13,182,101,105,465338.5
747,524970,845639,6,126851,3,10,9,182,95,93,224359.5
572,591530,720609,3,124328,4,8,12,186,101,125,175810.0
624,673122,897238,3,88278,1,2,10,148,50,95,432159.5
733,676306,723288,2,66457,1,6,8,160,81,77,438032.5
892,588197,779302,6,146627,2,3,12,149,61,90,93713.0
263,641477,712485,7,144949,5,6,12,151,68,108,94467.5
611,520571,709408,3,81850,5,10,15,144,109,132,339335.5
298,504320,706580,7,95032,3,3,14,164,71,138,217446.0
415,582950,797342,7,137660,2,10,14,189,96,111,181414.5
151,597016,787804,6,74444,5,3,8,188,80,79,392635.5
789,585740,843726,5,107592,5,8,15,139,101,122,301042.5
641,548349,854964,2,59864,3,6,8,152,63,75,466371.0
890,587586,740933,3,137631,2,5,14,176,81,87,115462.5
551,638714,750236,3,69965,1,4,8,144,118,125,415231.5
887,569982,838204,4,102557,3,6,13,192,63,101,297625.0
489,664315,810730,2,132059,2,8,13,150,87,87,225917.0
148,512372,878370,3,114559,1,4,9,180,76,71,237730.0
147,671452,796746,2,55584,4,2,8,179,106,85,512492.0
721,537738,823031,2,115870,3,6,12,137,77,111,221132.5
932,567822,710159,6,139591,3,3,14,194,119,82,77277.0
740,547286,707757,5,120623,1,4,14,172,85,133,144272.5
660,587055,877794,6,106261,2,9,13,157,72,92,333278.0
349,649982,832534,6,128355,2,4,14,185,53,100,224745.0
464,603780,763791,7,118943,2,4,14,150,85,110,200408.5
326,536176,735637,6,145766,1,6,8,147,114,69,53040.0
187,679477,764803,6,87261,2,9,14,145,79,79,398998.0
124,671462,829731,4,119637,1,7,14,146,59,136,280209.0
854,658607,896593,2,56816,3,7,14,150,50,130,559108.0
609,583530,710040,2,88125,1,10,12,170,104,121,344539.0
144,653631,730342,7,115951,1,4,8,197,102,90,220518.0
959,674431,856101,3,109797,4,9,9,146,64,101,356189.0
198,698493,747571,2,127410,3,1,12,177,92,128,213768.5
610,691881,881862,5,90839,3,3,11,168,83,70,422417.0
280,620214,899611,7,124062,4,5,8,186,85,125,257565.5
294,509580,768883,4,123140,5,9,15,162,60,79,177509.5
401,584015,724269,7,105792,4,8,15,153,86,95,239746.0
123,553989,841852,3,147158,2,1,8,159,62,82,109367.0
184,557674,825063,6,127322,1,2,15,198,63,136,178520.0
203,639010,835484,5,107869,4,1,9,165,74,85,304923.5
439,505728,749773,5,100534,1,9,15,137,72,119,253853.5
247,543621,788333,5,60253,5,7,12,173,98,102,433627.0
416,527250,784626,5,143820,1,7,13,138,113,119,87769.0
933,528409,796046,3,108126,2,10,10,167,88,76,279833.5
766,688314,872806,7,86468,4,9,11,193,54,99,456554.5
907,696315,796530,2,124475,2,8,13,187,98,121,265194.0
836,592383,826939,3,116569,4,5,10,189,107,117,245594.5
888,575187,720321,2,134678,5,1,15,191,85,88,110883.5
130,698453,746977,4,93630,4,8,15,182,96,135,364898.0
638,607647,798207,7,78435,5,3,15,192,109,128,382794.5
403,588507,872216,2,124399,3,7,8,159,107,96,241487.5
785,551965,834998,4,97132,5,5,10,138,82,88,307770.5
771,541483,715243,3,87442,2,1,12,161,102,132,278759.5
736,581130,891071,6,122255,3,2,8,135,105,135,243549.5
914,660714,791594,3,134769,3,1,11,145,101,86,187305.0
220,566392,823362,6,101287,5,1,10,140,55,74,287588.5
642,527694,841596,3,145806,1,6,10,190,72,117,105427.5
916,626554,899711,4,99211,5,5,11,195,74,105,369149.0
753,571467,765775,5,94523,5,10,12,168,97,87,340777.0
807,544189,818471,3,63875,4,2,13,136,101,80,426479.5
920,521859,707939,5,97557,3,3,12,194,67,81,223594.5
625,634877,813371,3,55465,2,3,12,141,100,93,502519.0
875,589273,790301,5,119377,1,5,15,141,86,82,212546.5
761,511550,750505,5,130810,2,10,15,176,54,89,156513.0
387,646220,702366,4,145992,2,7,12,182,106,82,98489.5
973,622660,741192,6,126380,3,1,9,145,102,111,172859.5
510,543337,731550,4,95556,5,1,8,150,95,103,256476.5
268,548861,857901,2,75116,5,3,8,158,120,89,404800.5
820,541461,843856,6,67545,5,6,11,154,110,113,424290.0
442,545595,717327,5,81284,5,10,15,152,62,124,356606.5
497,517766,747853,4,79429,3,6,14,170,76,92,318858.0
113,538623,721997,7,119412,3,6,8,184,80,118,148491.0
692,613093,877850,7,126287,2,1,13,137,88,117,232192.0
233,620996,828982,4,143998,1,1,9,169,118,129,148734.5
870,501908,771448,5,135572,3,2,8,164,99,124,93190.5
608,631148,760171,5,103827,5,6,11,151,72,102,284462.5
672,679241,898411,3,65037,1,1,8,184,108,69,528770.0
374,513485,730628,4,140296,4,5,15,200,94,85,62737.0
982,507558,883156,2,101069,1,10,13,155,77,124,341328.0
843,654471,775851,2,120693,2,8,8,169,89,98,248983.0
234,518767,854572,5,80054,4,6,14,186,53,126,369571.5
786,594689,701319,6,140656,3,8,13,182,65,97,98254.0
677,583537,836469,2,142195,2,7,15,136,65,120,149899.5
318,655721,806559,5,106474,3,2,12,197,115,115,304104.5
649,634647,794081,2,105836,1,4,12,175,68,133,291776.5
411,527890,738409,3,124079,4,2,15,137,94,92,137514.0
899,542651,722681,7,77270,2,4,12,145,77,131,315959.0
710,589240,746731,7,103849,2,10,15,150,99,127,294502.5
359,568150,763196,3,92412,4,9,11,138,54,130,326161.5
259,577168,735086,3,141554,1,10,14,178,74,95,140061.5
745,640249,792994,2,54434,1,9,11,172,107,79,528634.0
628,647619,793190,5,101181,3,8,14,141,74,116,330887.0
633,654467,869899,3,76062,4,1,10,170,61,91,458537.0
283,664983,736838,3,95495,2,9,10,137,56,78,348535.0
377,615463,712908,4,51554,5,5,9,148,96,70,460780.0
385,572446,870038,3,132274,4,7,14,147,54,100,201188.5
225,594696,855105,3,87005,3,9,13,142,56,138,406657.5
954,524904,774466,6,65811,5,10,12,153,67,78,434336.5
815,584033,829176,5,138104,4,8,15,136,59,104,169784.0
473,508370,862188,6,57881,5,10,8,189,99,114,501662.5
348,593197,834788,6,100726,4,7,12,187,91,121,316387.5
506,675546,786507,6,64839,3,10,15,181,86,122,518211.0
640,537143,873326,4,114966,2,7,13,178,82,76,253530.5
988,503157,777340,2,89738,1,9,15,187,81,114,311109.0
929,595792,780647,2,80464,3,3,14,200,70,110,366878.5
906,534796,852477,2,101958,2,7,8,135,58,84,294378.5
620,511258,794800,6,104308,2,9,14,177,95,97,261732.0
856,563132,805585,2,148957,3,9,8,139,88,85,118348.5
804,624433,875297,6,141733,1,5,15,155,74,113,180891.5
646,512111,836145,5,91811,2,2,15,173,86,114,305652.5
847,682076,793665,3,148100,5,6,13,151,109,133,151080.5
557,553490,894415,3,56331,3,9,13,183,107,72,528418.5
958,513450,814818,2,120128,3,10,15,152,71,71,233987.0
578,621011,769323,6,122677,5,6,14,196,82,76,206296.5
796,656169,764735,4,130980,1,3,12,200,56,93,186388.5
86,534765,771066,6,78783,3,8,13,165,89,70,350647.5
243,537109,883382,7,105503,3,8,9,177,87,115,296565.5
699,510950,762880,3,136240,5,6,12,156,66,118,97526.0
160,558274,709074,7,60237,4,3,11,185,74,100,385196.0
525,642521,870335,6,139432,5,1,11,168,117,123,196639.5
36,607617,805462,7,125676,2,3,15,164,87,93,195854.0
541,522202,828170,3,96723,4,2,11,143,114,73,288926.0
171,639975,860663,5,60199,1,10,12,185,118,137,558253.0
655,576623,876236,3,64751,5,1,11,176,68,70,469084.5
891,533774,870736,6,70261,5,7,14,188,99,119,427590.0
858,577791,755598,6,137347,3,3,14,164,70,131,113942.0
848,638318,865954,5,68619,3,4,12,147,68,118,476969.5
945,676152,798347,6,59148,2,10,13,184,107,107,547069.0
734,697108,880380,7,102743,5,7,10,200,60,103,379566.0
96,685511,806008,2,122212,3,8,15,143,73,106,273674.5
564,570018,758728,3,112885,4,9,14,160,69,92,243006.5
241,656130,716423,3,92903,4,5,8,162,54,140,316827.5
743,673015,713688,5,74724,1,1,8,178,106,72,393104.0
575,545669,718201,7,95728,4,7,11,199,64,77,249765.5
691,634234,882393,4,115760,1,4,15,145,51,138,295553.5
461,523773,754405,4,89677,3,6,9,142,87,122,284094.5
554,633198,860423,3,147282,3,8,14,169,101,106,174352.5
889,688912,771917,3,104178,2,2,14,156,94,86,313879.0
207,575455,806748,6,136584,1,8,11,182,108,79,157507.0
393,663565,748355,7,104233,1,6,9,156,82,110,284727.5
795,601674,802226,2,62186,3,3,9,191,95,112,453672.5
398,505900,809405,7,92598,5,7,14,186,86,120,289117.0
767,698284,763217,5,147599,5,9,12,163,52,92,170104.5
849,533513,730049,6,55316,3,3,11,159,109,122,407127.5
218,629786,737281,6,125022,3,10,14,188,85,137,229982.0
5,691388,811335,6,61559,3,9,12,160,53,105,531114.5
769,649156,810867,6,72457,4,4,10,153,76,113,437540.5
643,503856,768757,3,77675,3,5,15,161,83,102,327454.5
930,654984,768431,3,113292,2,5,8,147,118,140,260231.0
613,572568,773539,2,114592,3,6,10,200,60,98,218908.0
739,568614,791824,5,98691,2,7,11,160,52,84,292520.5
547,546458,825190,3,115636,4,8,12,142,105,93,240296.5
726,683685,754601,6,70511,2,9,15,185,117,79,463054.5
684,534259,703802,5,134781,4,8,15,155,108,99,95533.5
99,621793,855595,7,98931,4,8,12,162,104,74,351704.5
805,667370,760930,6,69230,2,1,13,151,118,76,433615.5
728,559701,789783,5,147852,3,10,15,157,77,73,132159.0
574,506701,848062,7,96596,3,9,9,192,52,104,312454.5
407,520219,714158,6,85398,1,1,13,139,108,77,271956.0
503,584928,862503,7,136402,1,1,12,195,74,85,169954.0
48,589508,737952,3,87920,5,6,15,182,71,127,317681.5
33,697680,705256,7,129855,2,6,9,157,92,70,177748.5
780,688239,816921,6,92517,5,10,13,197,68,131,430469.0
840,510141,738380,3,100966,1,5,11,157,93,80,222063.5
201,662454,822625,4,145796,4,1,13,176,52,120,159614.5
135,632769,841027,7,60944,4,6,11,151,116,111,489368.0
28,604287,786970,4,100572,3,9,12,141,63,71,322684.0
881,650757,759867,7,69950,1,7,12,170,111,105,425777.5
231,634648,822670,7,79220,1,8,15,200,116,90,420075.5
490,563465,892776,3,71598,5,1,12,195,97,70,443423.0
773,691381,856771,7,112884,1,3,14,156,79,99,314523.5
379,528434,895475,6,91202,4,8,13,177,69,96,360410.0
289,523545,737642,5,82580,4,3,12,187,98,100,299609.0
419,633777,775982,4,50512,2,6,8,144,68,79,506401.0
675,520696,858810,4,60214,3,6,12,148,98,87,452633.0
392,583979,711820,2,71716,2,6,11,163,68,74,365136.5
593,694214,882922,5,76648,3,9,15,198,96,85,510361.5
499,520755,714287,6,141565,1,9,13,146,95,128,77167.0
139,691439,751561,5,133840,1,5,11,141,73,97,186356.5
63,552511,877846,7,146376,3,10,12,141,58,112,171620.0
472,685661,870402,6,146425,1,10,11,149,50,69,238638.5
648,600224,892785,7,93335,4,5,13,200,115,89,367122.0
129,529515,729234,5,74320,2,3,13,144,92,73,330908.5
977,678056,863982,5,146214,2,2,14,155,91,94,184900.5
521,583113,810435,6,67036,5,6,15,167,51,75,430451.5
839,527637,867907,2,87096,5,2,11,147,107,127,351201.5
963,696024,837602,4,86488,1,2,12,160,105,122,420631.0
65,643034,892814,5,94688,5,3,9,173,84,99,389512.0
813,587975,708052,3,85431,5,1,13,147,94,114,307993.0
15,502932,874387,7,51547,2,1,9,146,60,107,474281.5
157,683163,797707,2,110771,3,6,13,196,53,75,301591.0
41,595967,873068,5,85276,5,6,11,157,84,79,397522.0
493,614503,831616,7,129507,2,4,14,163,75,115,197430.5
380,543821,838477,2,68391,2,6,9,146,70,116,421679.5
188,632794,734480,7,120138,3,9,10,155,52,105,224533.5
764,632159,818801,2,57124,2,6,8,152,73,134,501083.5
217,592057,726915,6,127668,2,6,14,188,107,132,149141.5
792,557000,886734,3,117072,1,7,14,162,50,122,262126.5
53,627884,885941,3,56698,4,1,9,198,98,118,530759.0
879,507549,884178,6,62638,2,6,11,150,53,97,445538.0
338,653978,750919,7,70600,1,5,12,161,53,75,413424.5
749,664037,836134,2,137855,1,1,12,156,52,131,198892.0
720,696353,796972,7,55340,3,8,8,169,64,115,533610.5
725,678535,708816,6,96933,3,1,11,146,120,104,302423.0
296,691841,794219,5,71198,5,2,10,146,55,118,458463.5
702,648456,767122,7,78677,1,3,12,164,87,68,385031.0
252,568702,849865,7,125268,1,7,11,176,99,116,208468.0
727,516722,865589,4,141800,1,2,12,197,91,87,123719.5
462,628266,719938,4,136468,1,6,13,195,70,140,131893.5
456,563886,860148,3,64481,5,1,14,163,113,108,455824.5
997,599626,848195,4,83370,2,9,14,161,101,120,419748.0
816,668817,784845,5,129661,1,1,13,147,87,113,206883.5
863,628200,780949,4,107549,4,2,14,141,92,82,274650.0
270,614371,898435,7,52712,5,7,13,136,91,125,547378.0
202,507001,845327,2,87506,5,6,10,185,95,110,331819.5
162,609622,753566,7,61872,2,5,8,191,76,100,427496.5
556,642569,771234,2,81525,1,10,14,135,81,136,431060.0
730,563396,793145,4,56387,4,6,8,173,64,133,456827.5
402,586019,808068,2,140760,5,7,12,167,82,83,144191.5
703,698719,801608,3,82517,5,9,10,167,98,128,451307.5
477,640461,786348,7,143458,2,6,9,192,74,125,135309.0
822,657245,778167,7,145102,1,6,9,174,61,131,133006.5
772,658355,774347,2,74667,4,7,8,167,112,85,426796.5
106,677780,888243,4,67968,1,1,14,165,119,121,510929.0
566,649207,878038,4,66618,2,9,9,172,63,114,526394.0
390,642181,766390,2,138175,1,5,10,193,93,100,153375.5
2,591911,861056,6,117220,5,9,9,148,74,95,285001.5
938,672595,758004,2,87199,1,7,8,149,78,121,375097.5
983,546188,876416,4,53309,5,8,11,160,50,113,515722.5
562,549630,786882,6,148724,2,5,13,170,62,126,71314.0
81,595886,752626,2,62563,2,4,12,158,110,118,424781.0
206,616026,731088,2,80503,1,4,9,168,101,136,352284.5
35,630489,717182,5,96226,1,9,8,191,101,94,317119.0
776,636955,743814,3,133456,5,2,12,182,54,86,158250.5
509,563990,768773,7,93188,1,7,8,181,81,96,293841.0
428,638462,846877,6,119862,4,9,9,143,89,88,289570.5
455,658059,710293,2,61132,1,2,9,169,106,76,439864.5
367,548369,717441,5,67836,4,1,8,174,94,121,360737.5
92,524837,862388,5,112977,1,4,10,194,110,139,240926.0
340,661027,729123,6,117727,4,6,13,200,116,74,224958.5
898,581950,739722,3,138715,1,6,14,159,101,101,110021.5
565,666176,867026,4,98867,2,8,15,196,59,121,387321.5
346,613678,893062,5,128700,5,3,14,144,62,97,238941.0
777,693495,830322,6,77570,5,3,9,182,109,79,449650.0
242,644097,753962,3,71701,5,3,13,169,87,69,414035.0
14,539406,891627,6,86704,1,7,15,175,118,107,373529.0
316,568580,820067,7,56749,2,4,12,135,66,124,459686.5
601,563955,876522,2,62260,1,9,8,149,107,71,500903.0
388,510402,721256,3,59089,3,1,10,171,102,130,379725.0
274,562835,883760,2,138955,2,2,14,181,106,118,167794.0
167,590862,743103,3,120151,5,9,12,142,70,80,217562.0
841,565310,700018,7,130004,1,8,13,163,52,97,120869.5
993,591776,876192,4,148138,5,9,10,179,95,81,172234.5
647,650901,817094,2,114705,5,2,10,176,96,69,276960.5
819,516828,714462,3,97538,3,7,9,198,102,111,234142.5
485,532317,745223,3,132129,2,8,12,200,95,79,126791.5
981,516158,778450,7,145395,3,9,14,188,52,100,87234.5
505,694491,792832,4,143994,5,4,11,135,89,101,169471.0
832,580419,730826,3,88396,3,10,15,176,77,82,352318.5
244,533558,847175,5,148077,2,4,9,182,116,134,97280.5
567,596157,807829,3,123556,4,9,15,162,74,79,237954.0
876,605944,761323,6,120786,4,8,10,159,103,121,213739.0
563,648184,726983,4,138261,2,9,10,169,119,104,163814.0
687,696090,767740,5,149234,5,5,12,199,100,123,136824.5
190,649375,819130,5,70453,4,7,12,170,115,134,460075.0
783,643136,857919,5,143090,2,1,12,161,91,77,176858.0
700,631301,819564,4,99320,3,8,13,161,76,113,344405.5
476,561469,856225,2,106506,3,9,10,174,106,120,312703.0
682,654498,764645,4,136691,5,8,8,155,112,138,180476.5
511,657665,741259,7,88825,1,6,13,143,73,97,339888.0
59,670179,762533,3,65710,2,6,13,165,107,124,457581.0
475,598099,765290,7,67520,2,9,9,141,103,75,432951.5
561,512510,708150,5,96357,4,5,12,181,104,82,225669.5
857,591763,825070,7,128694,5,5,10,165,85,90,188582.0
748,611487,716452,2,90604,3,3,10,198,50,114,302011.5
253,587138,899702,3,114156,1,2,11,182,95,95,286937.5
22,582509,866266,6,81194,5,9,11,182,95,139,427079.0
314,647470,756235,6,88184,4,7,14,141,81,113,354409.5
460,665221,751904,5,110234,2,1,13,176,82,94,266341.0
161,591081,843578,2,54601,5,6,14,198,89,84,504643.5
277,680771,842283,4,52266,3,5,13,139,100,124,553901.0
956,627725,827176,7,84284,3,6,11,141,105,74,386141.0
192,617306,714214,6,79797,1,10,10,192,63,117,392920.5
386,696006,890823,7,100188,4,4,14,143,91,117,385556.5
806,650744,873169,7,148764,1,2,11,170,90,75,158741.5
414,506788,855417,2,123317,2,2,13,180,88,125,188131.5
492,679306,783183,5,53831,4,2,14,161,106,100,515167.5
344,509814,747248,6,149191,1,3,8,184,100,103,28226.5
770,555553,756209,4,86142,4,9,11,154,111,91,341076.0
309,571728,707666,4,78673,4,7,12,179,77,94,333655.5
662,688828,866136,4,118319,1,5,10,146,93,73,305463.0
131,560875,876132,2,115616,1,3,9,141,101,98,256356.0
664,540975,703481,4,63419,5,6,13,141,75,104,373735.0
872,660665,842967,4,88153,3,1,9,152,115,135,399055.5
100,574353,884315,2,140286,2,4,11,172,79,105,168940.5
373,565719,767052,3,65293,4,4,10,193,105,69,406349.5
88,560455,776230,4,79799,4,6,14,166,84,121,353318.0
459,680056,742511,7,61687,4,2,8,154,69,74,456840.5
331,637577,744443,5,99114,3,2,14,189,120,86,293424.5
215,676577,855183,5,52489,2,9,11,153,56,99,584116.5
467,536806,725621,3,133466,4,2,9,161,99,85,97969.0
122,606327,838077,3,60414,3,5,12,164,110,72,482353.5
615,646250,839109,7,124667,5,5,15,163,53,129,239018.0
21,560976,719003,7,130523,5,5,10,187,75,129,112864.5
701,699570,848194,4,116981,2,7,12,199,113,111,314149.0
72,573022,817830,6,54169,3,2,12,191,102,111,475273.5
107,519909,789003,4,66514,3,10,13,139,50,69,438223.0
271,627918,872779,5,78154,5,6,10,165,100,124,441865.0
861,630255,768636,2,136449,2,6,15,192,120,136,157874.0
436,652175,756878,3,96686,5,4,10,190,115,140,320008.0
103,600762,858008,2,118272,4,10,9,152,118,79,307008.0
