on road old,on road now,years,km,rating,condition,economy,top speed,hp,torque,current price,depreciation,km_per_year,performance,value_score
664925.0,800032.0,4.0,60919.0,4.0,6.0,12.0,160.0,118.0,99.0,492951.0,171974.0,12183.8,217.0,48.0
508364.0,761766.0,2.0,139139.0,4.0,9.0,9.0,154.0,108.0,80.0,108741.0,399623.0,46379.666666666664,188.0,36.0
502281.0,759393.0,7.0,61910.0,5.0,4.0,10.0,162.0,113.0,106.0,377108.5,125172.5,7738.75,219.0,50.0
615409.0,881738.0,4.0,144010.0,5.0,10.0,14.0,188.0,91.0,127.0,223885.0,391524.0,28802.0,218.0,70.0
541106.0,842527.0,4.0,123788.0,3.0,10.0,8.0,136.0,67.0,105.0,246460.0,294646.0,24757.6,172.0,24.0
600832.0,855437.0,6.0,130599.0,4.0,3.0,10.0,184.0,73.0,79.0,202702.0,398130.0,18657.0,152.0,40.0
694439.0,834193.0,5.0,68013.0,3.0,5.0,15.0,179.0,107.0,81.0,492681.5,201757.5,11335.5,188.0,45.0
576916.0,724215.0,7.0,120456.0,3.0,10.0,15.0,182.0,106.0,123.0,210777.5,366138.5,15057.0,229.0,45.0
506146.0,769776.0,6.0,100400.0,1.0,3.0,8.0,195.0,117.0,87.0,232826.5,273319.5,14342.857142857143,204.0,8.0
667629.0,809188.0,6.0,52946.0,2.0,8.0,12.0,198.0,53.0,86.0,539377.0,128252.0,7563.714285714285,139.0,24.0
641948.0,708498.0,4.0,87528.0,4.0,9.0,13.0,190.0,56.0,114.0,354900.0,287048.0,17505.6,170.0,52.0
572777.0,736355.0,2.0,83022.0,4.0,6.0,8.0,179.0,109.0,75.0,327075.5,245701.5,27674.0,184.0,32.0
658253.0,796313.0,5.0,113147.0,3.0,5.0,9.0,189.0,84.0,104.0,275045.5,383207.5,18857.833333333332,188.0,27.0
671058.0,843316.0,5.0,79458.0,5.0,1.0,14.0,156.0,84.0,132.0,439639.5,231418.5,13243.0,216.0,70.0
533865.0,710103.0,2.0,94501.0,1.0,3.0,8.0,158.0,92.0,89.0,244287.5,289577.5,31500.333333333332,181.0,8.0
546978.0,783926.0,6.0,101139.0,1.0,8.0,11.0,200.0,106.0,107.0,273659.5,273318.5,14448.42857142857,213.0,11.0
657738.0,856807.0,7.0,72872.0,4.0,8.0,14.0,174.0,61.0,140.0,474562.5,183175.5,9109.0,201.0,56.0
524473.0,772232.0,3.0,124833.0,4.0,7.0,10.0,197.0,55.0,82.0,158031.5,366441.5,31208.25,137.0,40.0
573279.0,761659.0,3.0,115714.0,4.0,5.0,14.0,140.0,95.0,110.0,206836.5,366442.5,28928.5,205.0,56.0
695797.0,872137.0,7.0,81941.0,3.0,10.0,11.0,144.0,60.0,129.0,498148.0,197649.0,10242.625,189.0,33.0
558209.0,767363.0,3.0,140885.0,4.0,8.0,12.0,151.0,59.0,114.0,116254.5,441954.5,35221.25,173.0,48.0
554232.0,775303.0,7.0,128961.0,1.0,3.0,10.0,176.0,82.0,126.0,140884.0,413348.0,16120.125,208.0,10.0
550135.0,746967.0,2.0,51894.0,4.0,8.0,15.0,160.0,108.0,75.0,458139.0,91996.0,17298.0,183.0,60.0
542393.0,735671.0,2.0,116626.0,2.0,1.0,11.0,143.0,58.0,138.0,172758.5,369634.5,38875.333333333336,196.0,22.0
697098.0,712590.0,6.0,75011.0,1.0,1.0,8.0,187.0,65.0,99.0,401120.5,295977.5,10715.857142857143,164.0,8.0
575398.0,888701.0,7.0,103222.0,2.0,1.0,9.0,198.0,78.0,68.0,310987.0,264411.0,12902.75,146.0,18.0
631367.0,731363.0,4.0,59806.0,2.0,2.0,8.0,156.0,59.0,126.0,441863.5,189503.5,11961.2,185.0,16.0
640520.0,751024.0,4.0,129251.0,2.0,3.0,13.0,142.0,77.0,110.0,178642.5,461877.5,25850.2,187.0,26.0
619831.0,780397.0,4.0,53513.0,3.0,9.0,13.0,174.0,81.0,92.0,515454.0,104377.0,10702.6,173.0,39.0
570874.0,753259.0,5.0,109579.0,5.0,9.0,8.0,135.0,94.0,110.0,253476.5,317397.5,18263.166666666668,204.0,40.0
522401.0,757454.0,4.0,68294.0,5.0,4.0,10.0,163.0,65.0,89.0,368522.5,153878.5,13658.8,154.0,50.0
689781.0,750728.0,5.0,97874.0,5.0,4.0,15.0,142.0,83.0,86.0,329538.5,360242.5,16312.333333333334,169.0,75.0
657060.0,727137.0,2.0,111290.0,1.0,3.0,11.0,183.0,80.0,82.0,247277.5,409782.5,37096.666666666664,162.0,11.0
521785.0,701108.0,7.0,127229.0,1.0,6.0,9.0,175.0,64.0,134.0,98242.5,423542.5,15903.625,198.0,9.0
671230.0,719802.0,2.0,75622.0,2.0,6.0,10.0,200.0,120.0,114.0,397183.0,274047.0,25207.333333333332,234.0,20.0
659445.0,862435.0,7.0,121144.0,1.0,6.0,8.0,153.0,118.0,117.0,272075.0,387370.0,15143.0,235.0,8.0
665231.0,861124.0,6.0,117094.0,1.0,6.0,12.0,162.0,60.0,72.0,295021.0,370210.0,16727.714285714286,132.0,12.0
689087.0,705059.0,6.0,117501.0,2.0,9.0,15.0,189.0,104.0,113.0,253037.0,436050.0,16785.85714285714,217.0,30.0
533518.0,787875.0,4.0,78060.0,5.0,2.0,10.0,187.0,120.0,107.0,349780.0,183738.0,15612.0,227.0,50.0
508437.0,743211.0,6.0,77353.0,4.0,8.0,11.0,184.0,53.0,80.0,329639.0,178798.0,11050.42857142857,133.0,44.0
664655.0,832532.0,3.0,139295.0,5.0,10.0,12.0,150.0,79.0,112.0,243097.0,421558.0,34823.75,191.0,60.0
635763.0,822326.0,3.0,130540.0,1.0,1.0,12.0,159.0,93.0,75.0,206999.5,428763.5,32635.0,168.0,12.0
687819.0,815896.0,7.0,63993.0,3.0,9.0,12.0,148.0,74.0,110.0,517366.0,170453.0,7999.125,184.0,36.0
589165.0,807150.0,6.0,53075.0,5.0,7.0,9.0,200.0,73.0,117.0,492171.0,96994.0,7582.142857142857,190.0,45.0
674051.0,708919.0,2.0,121615.0,4.0,1.0,10.0,163.0,52.0,75.0,205716.5,468334.5,40538.333333333336,127.0,40.0
509187.0,761131.0,7.0,81086.0,3.0,6.0,12.0,191.0,100.0,103.0,306690.0,202497.0,10135.75,203.0,36.0
542613.0,798150.0,4.0,86272.0,3.0,10.0,8.0,192.0,96.0,78.0,375118.0,167495.0,17254.4,174.0,24.0
608405.0,818986.0,7.0,73851.0,1.0,5.0,10.0,175.0,109.0,116.0,411701.0,196704.0,9231.375,225.0,10.0
561891.0,842409.0,3.0,140023.0,5.0,7.0,9.0,174.0,80.0,111.0,152125.5,409765.5,35005.75,191.0,45.0
630597.0,791700.0,3.0,83938.0,5.0,4.0,12.0,136.0,56.0,115.0,377575.0,253022.0,20984.5,171.0,60.0
637691.0,717652.0,2.0,98880.0,2.0,3.0,11.0,195.0,60.0,71.0,282496.5,355194.5,32960.0,131.0,22.0
689935.0,856093.0,5.0,60213.0,4.0,8.0,13.0,165.0,88.0,79.0,547746.0,142189.0,10035.5,167.0,52.0
648262.0,780132.0,4.0,147265.0,5.0,4.0,12.0,181.0,65.0,126.0,126957.5,521304.5,29453.0,191.0,60.0
572094.0,714521.0,4.0,129978.0,5.0,3.0,14.0,169.0,105.0,90.0,124847.5,447246.5,25995.6,195.0,70.0
666094.0,871905.0,6.0,104220.0,3.0,9.0,8.0,198.0,119.0,129.0,378132.5,287961.5,14888.57142857143,248.0,24.0
609545.0,842201.0,3.0,97223.0,1.0,3.0,12.0,173.0,99.0,135.0,337257.0,272288.0,24305.75,234.0,12.0
515637.0,718016.0,5.0,52974.0,1.0,7.0,12.0,185.0,82.0,74.0,412014.5,103622.5,8829.0,156.0,12.0
602529.0,869728.0,3.0,61880.0,3.0,8.0,10.0,179.0,102.0,81.0,505223.5,97305.5,15470.0,183.0,30.0
500265.0,753148.0,7.0,52701.0,5.0,7.0,9.0,184.0,108.0,84.0,417693.5,82571.5,6587.625,192.0,45.0
630266.0,706950.0,6.0,130732.0,4.0,9.0,10.0,135.0,90.0,83.0,172032.5,458233.5,18676.0,173.0,40.0
557987.0,701042.0,5.0,101889.0,3.0,8.0,15.0,187.0,54.0,139.0,237204.0,320783.0,16981.5,193.0,45.0
642956.0,737175.0,6.0,89816.0,1.0,5.0,12.0,170.0,57.0,72.0,328698.0,314258.0,12830.857142857143,129.0,12.0
622325.0,748066.0,3.0,51513.0,3.0,4.0,10.0,146.0,108.0,127.0,479896.0,142429.0,12878.25,235.0,30.0
617887.0,790305.0,4.0,66427.0,1.0,7.0,9.0,158.0,88.0,88.0,446487.5,171399.5,13285.4,176.0,9.0
535574.0,740396.0,7.0,64457.0,5.0,7.0,13.0,159.0,77.0,76.0,381960.0,153614.0,8057.125,153.0,65.0
513917.0,860565.0,5.0,118481.0,3.0,10.0,9.0,186.0,80.0,81.0,262090.0,251827.0,19746.833333333332,161.0,27.0
624982.0,754152.0,7.0,67045.0,1.0,8.0,13.0,188.0,118.0,127.0,429669.0,195313.0,8380.625,245.0,13.0
505785.0,856378.0,2.0,68343.0,3.0,3.0,13.0,157.0,103.0,105.0,408203.5,97581.5,22781.0,208.0,39.0
565452.0,735371.0,3.0,65422.0,5.0,4.0,10.0,155.0,112.0,111.0,390915.5,174536.5,16355.5,223.0,50.0
557962.0,852573.0,3.0,70888.0,3.0,5.0,15.0,189.0,89.0,109.0,423584.0,134378.0,17722.0,198.0,45.0
590078.0,746933.0,5.0,147994.0,4.0,10.0,10.0,146.0,114.0,125.0,125721.5,464356.5,24665.666666666668,239.0,40.0
625272.0,880688.0,6.0,122747.0,5.0,7.0,13.0,149.0,63.0,107.0,268314.0,356958.0,17535.285714285714,170.0,65.0
548987.0,852811.0,7.0,70597.0,1.0,3.0,13.0,191.0,107.0,106.0,410516.0,138471.0,8824.625,213.0,13.0
590329.0,728019.0,7.0,50324.0,2.0,5.0,11.0,196.0,51.0,106.0,451290.0,139039.0,6290.5,157.0,22.0
557699.0,879964.0,7.0,105139.0,5.0,3.0,11.0,197.0,114.0,87.0,291815.5,265883.5,13142.375,201.0,55.0
668839.0,802272.0,6.0,117221.0,5.0,2.0,9.0,187.0,74.0,87.0,264576.5,404262.5,16745.85714285714,161.0,45.0
629081.0,835860.0,5.0,107058.0,2.0,4.0,15.0,189.0,89.0,102.0,303506.5,325574.5,17843.0,191.0,30.0
629254.0,870586.0,7.0,83524.0,2.0,8.0,13.0,194.0,97.0,114.0,424107.5,205146.5,10440.5,211.0,26.0
578908.0,850550.0,7.0,72391.0,5.0,8.0,15.0,163.0,81.0,130.0,435007.5,143900.5,9048.875,211.0,75.0
623187.0,851197.0,6.0,111922.0,3.0,9.0,13.0,193.0,59.0,140.0,315542.5,307644.5,15988.857142857143,199.0,39.0
574876.0,759437.0,3.0,52498.0,1.0,5.0,12.0,137.0,79.0,95.0,458833.5,116042.5,13124.5,174.0,12.0
661284.0,884211.0,3.0,120926.0,5.0,7.0,9.0,166.0,105.0,131.0,299129.5,362154.5,30231.5,236.0,45.0
553494.0,835428.0,5.0,113365.0,4.0,3.0,14.0,156.0,95.0,116.0,240353.5,313140.5,18894.166666666668,211.0,56.0
651702.0,832560.0,5.0,114604.0,4.0,4.0,13.0,185.0,94.0,70.0,283435.5,368266.5,19100.666666666668,164.0,52.0
609167.0,759772.0,3.0,118604.0,3.0,7.0,11.0,137.0,78.0,81.0,218665.5,390501.5,29651.0,159.0,33.0
633837.0,776469.0,2.0,64662.0,1.0,3.0,14.0,135.0,72.0,125.0,446875.0,186962.0,21554.0,197.0,14.0
508452.0,785537.0,4.0,78314.0,2.0,3.0,15.0,188.0,65.0,138.0,333672.0,174780.0,15662.8,203.0,30.0
644052.0,796232.0,2.0,81695.0,2.0,5.0,13.0,150.0,78.0,130.0,395188.0,248864.0,27231.666666666668,208.0,26.0
623627.0,728146.0,7.0,91095.0,4.0,7.0,15.0,161.0,119.0,105.0,312323.5,311303.5,11386.875,224.0,60.0
515594.0,779382.0,4.0,128177.0,2.0,10.0,15.0,191.0,52.0,106.0,184571.0,331023.0,25635.4,158.0,30.0
635487.0,817484.0,5.0,76805.0,2.0,1.0,9.0,135.0,104.0,121.0,417940.0,217547.0,12800.833333333334,225.0,18.0
648199.0,841541.0,7.0,121114.0,2.0,5.0,15.0,161.0,95.0,75.0,253867.0,394332.0,15139.25,170.0,30.0
549029.0,736337.0,4.0,106607.0,2.0,10.0,9.0,155.0,65.0,91.0,265955.0,283074.0,21321.4,156.0,18.0
695207.0,868118.0,6.0,133211.0,3.0,4.0,15.0,155.0,64.0,137.0,245854.5,449352.5,19030.14285714286,201.0,45.0
653906.0,702490.0,4.0,60086.0,5.0,2.0,11.0,168.0,107.0,95.0,439166.0,214740.0,12017.2,202.0,55.0
577540.0,791477.0,7.0,65717.0,1.0,8.0,10.0,186.0,65.0,81.0,429837.5,147702.5,8214.625,146.0,10.0
533969.0,825531.0,4.0,113637.0,2.0,6.0,14.0,162.0,118.0,87.0,228875.5,305093.5,22727.4,205.0,28.0
681544.0,844472.0,6.0,66133.0,3.0,5.0,10.0,152.0,105.0,127.0,496514.0,185030.0,9447.57142857143,232.0,30.0
546807.0,806720.0,6.0,97044.0,3.0,9.0,11.0,177.0,83.0,81.0,314576.5,232230.5,13863.42857142857,164.0,33.0
674576.0,753775.0,5.0,116435.0,2.0,5.0,13.0,175.0,104.0,125.0,248738.0,425838.0,19405.833333333332,229.0,26.0
631154.0,863117.0,4.0,92461.0,5.0,10.0,12.0,194.0,78.0,105.0,428602.5,202551.5,18492.2,183.0,60.0
557572.0,712832.0,4.0,144875.0,2.0,4.0,8.0,182.0,66.0,102.0,55925.0,501647.0,28975.0,168.0,16.0
506121.0,763706.0,2.0,58557.0,4.0,2.0,15.0,196.0,97.0,87.0,401500.0,104621.0,19519.0,184.0,60.0
500921.0,792216.0,6.0,56937.0,5.0,9.0,14.0,185.0,64.0,117.0,446300.5,54620.5,8133.857142857143,181.0,70.0
503255.0,742573.0,5.0,126362.0,5.0,7.0,11.0,140.0,61.0,80.0,126070.5,377184.5,21060.333333333332,141.0,55.0
525901.0,756923.0,7.0,116289.0,1.0,5.0,14.0,145.0,88.0,89.0,169674.5,356226.5,14536.125,177.0,14.0
658177.0,759879.0,7.0,70564.0,1.0,10.0,15.0,176.0,74.0,119.0,468666.0,189511.0,8820.5,193.0,15.0
669877.0,772794.0,3.0,55313.0,2.0,4.0,9.0,140.0,70.0,88.0,500679.5,169197.5,13828.25,158.0,18.0
614542.0,769732.0,2.0,113210.0,3.0,3.0,14.0,191.0,104.0,92.0,239815.5,374726.5,37736.666666666664,196.0,42.0
663185.0,714026.0,3.0,68247.0,3.0,7.0,13.0,189.0,103.0,107.0,424305.0,238880.0,17061.75,210.0,39.0
647956.0,859535.0,6.0,85070.0,1.0,10.0,11.0,158.0,102.0,130.0,459833.5,188122.5,12152.857142857143,232.0,11.0
509826.0,840086.0,7.0,92567.0,3.0,8.0,12.0,191.0,83.0,101.0,313049.5,196776.5,11570.875,184.0,36.0
630883.0,744258.0,6.0,94437.0,5.0,9.0,15.0,176.0,84.0,126.0,337327.0,293556.0,13491.0,210.0,75.0
514779.0,759061.0,4.0,132690.0,2.0,6.0,12.0,172.0,100.0,137.0,109828.5,404950.5,26538.0,237.0,24.0
512312.0,779578.0,2.0,133956.0,2.0,2.0,9.0,189.0,77.0,98.0,110359.5,401952.5,44652.0,175.0,18.0
554928.0,730625.0,5.0,129991.0,3.0,4.0,14.0,168.0,71.0,77.0,122139.5,432788.5,21665.166666666668,148.0,42.0
542761.0,830535.0,6.0,104526.0,5.0,8.0,8.0,188.0,88.0,98.0,282821.5,259939.5,14932.285714285714,186.0,40.0
530050.0,736198.0,2.0,74905.0,4.0,6.0,13.0,169.0,72.0,97.0,338141.5,191908.5,24968.333333333332,169.0,52.0
513645.0,798283.0,2.0,124499.0,1.0,10.0,12.0,181.0,54.0,95.0,208189.5,305455.5,41499.666666666664,149.0,12.0
502131.0,807383.0,5.0,125450.0,2.0,3.0,15.0,188.0,119.0,77.0,151836.5,350294.5,20908.333333333332,196.0,30.0
583009.0,840537.0,5.0,148481.0,2.0,10.0,12.0,172.0,96.0,125.0,166571.0,416438.0,24746.833333333332,221.0,24.0
586833.0,842082.0,7.0,110122.0,3.0,10.0,9.0,195.0,67.0,132.0,315925.0,270908.0,13765.25,199.0,27.0
655253.0,874106.0,4.0,141405.0,4.0,2.0,10.0,197.0,72.0,107.0,199313.5,455939.5,28281.0,179.0,40.0
579087.0,734380.0,7.0,140740.0,3.0,8.0,11.0,176.0,112.0,129.0,102144.5,476942.5,17592.5,241.0,33.0
620112.0,850548.0,5.0,113638.0,4.0,9.0,8.0,171.0,51.0,120.0,309455.0,310657.0,18939.666666666668,171.0,32.0
598876.0,819161.0,6.0,100630.0,3.0,9.0,8.0,166.0,76.0,138.0,332478.5,266397.5,14375.714285714286,214.0,24.0
601097.0,848296.0,7.0,59454.0,3.0,9.0,11.0,135.0,84.0,71.0,508328.5,92768.5,7431.75,155.0,33.0
515478.0,727556.0,7.0,131174.0,2.0,5.0,10.0,195.0,53.0,100.0,90220.0,425258.0,16396.75,153.0,20.0
620611.0,890441.0,4.0,71450.0,5.0,4.0,10.0,184.0,120.0,74.0,471527.5,149083.5,14290.0,194.0,50.0
675812.0,834425.0,6.0,124754.0,1.0,6.0,10.0,198.0,61.0,98.0,256331.5,419480.5,17822.0,159.0,10.0
602489.0,833980.0,6.0,104924.0,1.0,3.0,11.0,158.0,55.0,125.0,295002.0,307487.0,14989.142857142857,180.0,11.0
640205.0,750816.0,2.0,87383.0,5.0,8.0,10.0,197.0,81.0,115.0,364155.5,276049.5,29127.666666666668,196.0,50.0
544593.0,874532.0,2.0,109453.0,5.0,4.0,13.0,159.0,99.0,105.0,274075.0,270518.0,36484.333333333336,204.0,65.0
620809.0,760522.0,2.0,146254.0,3.0,5.0,8.0,151.0,74.0,77.0,107500.5,513308.5,48751.333333333336,151.0,24.0
607360.0,890036.0,3.0,102435.0,5.0,6.0,9.0,146.0,70.0,119.0,344495.0,262865.0,25608.75,189.0,45.0
600873.0,718675.0,5.0,91204.0,5.0,5.0,15.0,183.0,76.0,133.0,296829.0,304044.0,15200.666666666666,209.0,75.0
543587.0,811245.0,3.0,72714.0,5.0,3.0,12.0,151.0,100.0,112.0,388376.0,155211.0,18178.5,212.0,60.0
634461.0,710901.0,2.0,115874.0,4.0,9.0,8.0,155.0,51.0,119.0,239400.0,395061.0,38624.666666666664,170.0,32.0
668006.0,792678.0,4.0,85600.0,1.0,4.0,14.0,181.0,89.0,68.0,388209.5,279796.5,17120.0,157.0,14.0
665173.0,813933.0,4.0,130393.0,3.0,6.0,14.0,195.0,77.0,137.0,221781.0,443392.0,26078.6,214.0,42.0
506115.0,785062.0,6.0,147129.0,2.0,1.0,15.0,167.0,77.0,70.0,53470.5,452644.5,21018.428571428572,147.0,30.0
587022.0,811616.0,4.0,50888.0,5.0,4.0,12.0,151.0,89.0,102.0,497572.5,89449.5,10177.6,191.0,60.0
625255.0,846911.0,5.0,68992.0,3.0,3.0,15.0,195.0,106.0,73.0,459095.0,166160.0,11498.666666666666,179.0,45.0
629587.0,818914.0,2.0,74161.0,4.0,9.0,11.0,179.0,100.0,107.0,457880.5,171706.5,24720.333333333332,207.0,44.0
647422.0,750774.0,2.0,132215.0,3.0,7.0,12.0,137.0,100.0,108.0,178991.5,468430.5,44071.666666666664,208.0,36.0
513733.0,806198.0,6.0,147741.0,3.0,1.0,10.0,158.0,119.0,87.0,65467.5,448265.5,21105.85714285714,206.0,30.0
665615.0,878127.0,7.0,79813.0,3.0,1.0,13.0,158.0,110.0,138.0,444625.0,220990.0,9976.625,248.0,39.0
620142.0,723335.0,2.0,71646.0,3.0,5.0,13.0,167.0,61.0,136.0,387089.0,233053.0,23882.0,197.0,39.0
688832.0,874570.0,6.0,104427.0,4.0,5.0,13.0,159.0,57.0,125.0,362434.5,326397.5,14918.142857142857,182.0,52.0
542326.0,805591.0,4.0,56985.0,4.0,10.0,15.0,145.0,107.0,73.0,496293.5,46032.5,11397.0,180.0,60.0
508137.0,807048.0,5.0,122974.0,1.0,2.0,9.0,193.0,111.0,78.0,164382.0,343755.0,20495.666666666668,189.0,9.0
645596.0,719594.0,3.0,97328.0,4.0,2.0,8.0,154.0,64.0,90.0,293875.5,351720.5,24332.0,154.0,32.0
653370.0,895314.0,7.0,67912.0,1.0,1.0,12.0,136.0,120.0,101.0,494542.0,158828.0,8489.0,221.0,12.0
596991.0,815999.0,6.0,58064.0,3.0,10.0,8.0,137.0,87.0,86.0,520659.5,76331.5,8294.857142857143,173.0,24.0
590105.0,779743.0,5.0,67295.0,4.0,2.0,8.0,199.0,99.0,96.0,414938.5,175166.5,11215.833333333334,195.0,32.0
588202.0,793072.0,3.0,68068.0,2.0,5.0,14.0,156.0,85.0,124.0,420102.5,168099.5,17017.0,209.0,28.0
530951.0,741086.0,4.0,116318.0,3.0,8.0,15.0,171.0,106.0,118.0,187050.0,343901.0,23263.6,224.0,45.0
529761.0,776002.0,6.0,132152.0,1.0,5.0,15.0,144.0,80.0,105.0,122225.5,407535.5,18878.85714285714,185.0,15.0
536280.0,724335.0,7.0,113232.0,2.0,5.0,12.0,199.0,86.0,139.0,170838.5,365441.5,14154.0,225.0,24.0
579272.0,705431.0,6.0,69640.0,4.0,2.0,10.0,170.0,92.0,70.0,360647.5,218624.5,9948.57142857143,162.0,40.0
536331.0,747386.0,2.0,103983.0,3.0,5.0,13.0,159.0,72.0,102.0,227845.5,308485.5,34661.0,174.0,39.0
691280.0,882416.0,3.0,90028.0,3.0,10.0,8.0,163.0,119.0,93.0,476955.5,214324.5,22507.0,212.0,24.0
569576.0,801880.0,2.0,96472.0,4.0,4.0,13.0,147.0,71.0,80.0,301081.5,268494.5,32157.333333333332,151.0,52.0
594417.0,819295.0,6.0,125188.0,1.0,2.0,13.0,156.0,81.0,135.0,202503.0,391914.0,17884.0,216.0,13.0
643495.0,800644.0,7.0,93270.0,2.0,5.0,12.0,192.0,89.0,100.0,342427.0,301068.0,11658.75,189.0,24.0
633596.0,837657.0,3.0,123324.0,2.0,4.0,8.0,146.0,104.0,112.0,242950.0,390646.0,30831.0,216.0,16.0
624057.0,712356.0,5.0,113301.0,1.0,8.0,13.0,162.0,79.0,122.0,230090.5,393966.5,18883.5,201.0,13.0
550199.0,887546.0,5.0,120477.0,2.0,3.0,15.0,178.0,77.0,127.0,235843.0,314356.0,20079.5,204.0,30.0
556014.0,776692.0,6.0,108315.0,3.0,3.0,15.0,165.0,120.0,93.0,229749.5,326264.5,15473.57142857143,213.0,45.0
565576.0,894746.0,7.0,112910.0,4.0,5.0,10.0,171.0,107.0,113.0,272437.5,293138.5,14113.75,220.0,40.0
679088.0,710099.0,7.0,72223.0,2.0,8.0,12.0,163.0,113.0,93.0,413954.5,265133.5,9027.875,206.0,24.0
681635.0,864726.0,7.0,53183.0,4.0,9.0,13.0,139.0,90.0,133.0,582347.0,99288.0,6647.875,223.0,52.0
608377.0,799455.0,7.0,65698.0,4.0,1.0,14.0,180.0,95.0,71.0,433504.0,174873.0,8212.25,166.0,56.0
692252.0,803941.0,3.0,52686.0,1.0,8.0,12.0,191.0,71.0,73.0,553855.0,138397.0,13171.5,144.0,12.0
652172.0,832672.0,2.0,140673.0,4.0,8.0,10.0,153.0,73.0,86.0,196816.0,455356.0,46891.0,159.0,40.0
637719.0,811720.0,6.0,142975.0,4.0,4.0,15.0,164.0,55.0,114.0,150234.5,487484.5,20425.0,169.0,60.0
643088.0,794591.0,6.0,110396.0,2.0,4.0,13.0,171.0,94.0,119.0,274172.0,368916.0,15770.857142857143,213.0,26.0
640509.0,749893.0,5.0,143410.0,1.0,7.0,9.0,179.0,80.0,120.0,128632.5,511876.5,23901.666666666668,200.0,9.0
647221.0,850294.0,3.0,147460.0,5.0,2.0,12.0,152.0,70.0,80.0,160597.5,486623.5,36865.0,150.0,60.0
622089.0,815583.0,7.0,113889.0,5.0,5.0,15.0,150.0,85.0,74.0,258268.5,363820.5,14236.125,159.0,75.0
648340.0,802177.0,5.0,91222.0,4.0,9.0,10.0,181.0,112.0,116.0,389099.0,259241.0,15203.666666666666,228.0,40.0
523294.0,762865.0,3.0,94258.0,1.0,10.0,11.0,173.0,101.0,120.0,316184.0,207110.0,23564.5,221.0,11.0
655171.0,797665.0,6.0,64547.0,1.0,2.0,15.0,172.0,56.0,99.0,464634.5,190536.5,9221.0,155.0,15.0
618988.0,804859.0,5.0,125514.0,3.0,10.0,13.0,169.0,119.0,74.0,258692.0,360296.0,20919.0,193.0,39.0
698100.0,837899.0,3.0,132988.0,1.0,7.0,14.0,196.0,114.0,114.0,244640.0,453460.0,33247.0,228.0,14.0
650030.0,708684.0,7.0,89225.0,5.0,2.0,10.0,181.0,94.0,94.0,315866.5,334163.5,11153.125,188.0,50.0
623972.0,734657.0,2.0,121747.0,4.0,1.0,10.0,192.0,85.0,111.0,193067.0,430905.0,40582.333333333336,196.0,40.0
624078.0,781798.0,3.0,110247.0,4.0,7.0,14.0,140.0,73.0,124.0,271010.5,353067.5,27561.75,197.0,56.0
685877.0,738545.0,2.0,107712.0,5.0,10.0,11.0,183.0,68.0,75.0,333133.0,352744.0,35904.0,143.0,55.0
644241.0,874805.0,7.0,63098.0,3.0,2.0,15.0,187.0,98.0,131.0,499185.5,145055.5,7887.25,229.0,45.0
503374.0,781364.0,7.0,61478.0,4.0,5.0,8.0,161.0,55.0,75.0,390305.5,113068.5,7684.75,130.0,32.0
601462.0,700177.0,3.0,69779.0,4.0,6.0,15.0,176.0,56.0,114.0,376267.5,225194.5,17444.75,170.0,60.0
640187.0,859754.0,2.0,110828.0,1.0,3.0,9.0,179.0,56.0,120.0,306982.5,333204.5,36942.666666666664,176.0,9.0
583560.0,882426.0,4.0,115576.0,2.0,6.0,14.0,195.0,69.0,93.0,274357.5,309202.5,23115.2,162.0,28.0
619240.0,776455.0,3.0,149413.0,1.0,6.0,12.0,186.0,86.0,89.0,104215.0,515025.0,37353.25,175.0,12.0
578865.0,738976.0,5.0,139287.0,2.0,7.0,12.0,170.0,111.0,104.0,108894.0,469971.0,23214.5,215.0,24.0
640818.0,757650.0,3.0,91163.0,5.0,6.0,9.0,180.0,109.0,138.0,340165.0,300653.0,22790.75,247.0,45.0
588035.0,755016.0,3.0,148167.0,1.0,6.0,10.0,198.0,74.0,75.0,82848.0,505187.0,37041.75,149.0,10.0
650874.0,828284.0,3.0,143076.0,5.0,9.0,14.0,169.0,52.0,125.0,198511.5,452362.5,35769.0,177.0,70.0
684983.0,717859.0,2.0,133843.0,3.0,5.0,13.0,141.0,84.0,129.0,167978.5,517004.5,44614.333333333336,213.0,39.0
684369.0,829557.0,2.0,131804.0,2.0,4.0,8.0,144.0,55.0,76.0,230428.5,453940.5,43934.666666666664,131.0,16.0
671630.0,707361.0,2.0,70246.0,4.0,2.0,13.0,187.0,118.0,104.0,409312.5,262317.5,23415.333333333332,222.0,52.0
610143.0,792213.0,2.0,55630.0,2.0,9.0,13.0,167.0,85.0,78.0,508432.0,101711.0,18543.333333333332,163.0,26.0
528476.0,803291.0,7.0,113280.0,4.0,5.0,11.0,179.0,85.0,102.0,206678.0,321798.0,14160.0,187.0,44.0
664917.0,802058.0,6.0,58798.0,4.0,5.0,8.0,171.0,61.0,82.0,496671.0,168246.0,8399.714285714286,143.0,32.0
628741.0,846933.0,7.0,56894.0,2.0,5.0,9.0,174.0,52.0,117.0,503648.0,125093.0,7111.75,169.0,18.0
576777.0,713090.0,7.0,72730.0,1.0,9.0,11.0,183.0,94.0,73.0,375370.5,201406.5,9091.25,167.0,11.0
663534.0,859927.0,5.0,58938.0,1.0,6.0,15.0,171.0,107.0,103.0,528607.5,134926.5,9823.0,210.0,15.0
